ID,ProjectNumber,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification
1052,#N/A,Bass,,,2014,1,Defining the Economic and Environmental Values of Sea Bass,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2020/01/20141128-Final-Bass-Report-BMF-MRAG.pdf,,Historic,61,
1053,37,SARF,,,2018,1,Management recommendations for English non-quota fisheries: Common Whelk,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2020/01/MRAG_Final_Whelk_Report.pdf,,Historic,61,
1054,37,SARF,,,2018,1,Management recommendations for English non-quota fisheries: Common cuttlefish,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2022/10/MRAG_Final_Cuttlefish_Report_rev1.1-19-Sept-2018.pdf,,Historic,61,
1056,#N/A,UKOTs,,,2015,1,"The Great British Oceans coalition, of which Blue Marine is an active part, secures a UK Government commitment to create the world’s largest marine reserve around Pitcairn in the Pacific.",NA,1.1.2,Number of changes,,1,From 13 year timeline pages - need area,,Historic,4,
1059,#N/A,UKOTs,,,2015,1,"On 16 September 2015, BLUE convened a gathering of MPs at the House of Commons to discuss progress to date in making the Blue Belts commitment a reality",NA,5.3.2,Tools/‌activities,1,1,,,Historic,11,
1060,#N/A,UKOTs,,,2018,1,"BLUE conceived the #BacktheBlueBelt campaign.  By 31st March 2018, 283 MPs from 8 political parties had signed up to the Blue Belt Charter",NA,5.3.2,Tools/‌activities,1,1,,,Historic,15,
1061,#N/A,UKOTs,,Feb,2015,1,"The Great Blue Ocean coalition is made up of six organisations:

Blue Marine Foundation
Greenpeace UK
The Marine Conservation Society (MCS)
The Pew Trusts
The Royal Society for the Protection of Birds (RSPB)
The Zoological Society of London (ZSL)",NA,5.6.2,Number of coalitions/‌ working groups,1,1,,,Historic,100,
1062,#N/A,UKOTs,,Feb,2015,5,"The Great Blue Ocean coalition is made up of six organisations:

Blue Marine Foundation
Greenpeace UK
The Marine Conservation Society (MCS)
The Pew Trusts
The Royal Society for the Protection of Birds (RSPB)
The Zoological Society of London (ZSL)",NA,5.6.3,Number of member organisations/‌representatives,1,1,,,Historic,100,
1063,46,Wild Oysters,,,2022,1,1: Bathy survey of area,NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,Consider removing - no longer count sites surveyes,,Historic,1,
1064,46,Wild Oysters,,,2022,1,1: collection of van veen samples (10 in total),NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,Consider removing - no longer count sites surveyes,,Historic,1,
1065,46,Wild Oysters,,,2022,1,1: Video analysis,NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,Consider removing - no longer count sites surveyes,,Historic,1,
1066,46,Wild Oysters,,,2022,1,2: summary report (all above Aug 2022),NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,,,Historic,1,
1067,46,Wild Oysters,,,2022,1,1: Intertidal walking surveys for site identification (Aug/Sept 22),NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,Consider removing - no longer count sites surveyes,,Historic,1,
1068,46,Wild Oysters,,Nov,2020,1,European Native Oyster Habitat Restoration Handbook: UK & Ireland,NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,https://www.bluemarinefoundation.com/wp-content/uploads/2020/11/ZSL00150-Oyster-Handbook_WEB.pdf,,Historic,61,
1070,46,Wild Oysters,,,2022,65,65 species recorded around oyster nurseries,NA,2.2.2,Number of species,,,,,Historic,1,
1072,46,Wild Oysters,,,2022,45250,"In our outreach programme, by the end of 2022, we had reached 16,800 students through education and learning modules, trained 185 citizen scientists and engaged with 45,250 members of the public through general outreach",NA,5.3.1,Number of stakeholders,1,1,,,Historic,4,
1048,#N/A,UK Projects,,,2023,1,Blueprint for Marine Protected Areas,NA,1.1.1,"Reports, investigations, published papers or similar",1,0,https://www.bluemarinefoundation.com/wp-content/uploads/2023/02/Blue_MPA_2023-2.pdf,,Historic,61,
1073,46,Wild Oysters,,,,1,You can visit the Wild Oyster’s website here.,NA,5.3.2,Tools/‌activities,1,1,,,Historic,34,
1050,#N/A,UK Projects,,,2021,1,Assessment of Carbon Capture and Storage in Natural Systems within the English North Sea (including within MPAs),NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,https://www.bluemarinefoundation.com/wp-content/uploads/2021/11/SAMS-03745-BCNSea-Report.pdf,,Historic,61,
1051,#N/A,UK Projects,,,2020,1,Safegear Project Report,NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0,https://www.bluemarinefoundation.com/wp-content/uploads/2021/02/SAFEGEAR-Report.pdf,,Historic,61,
1076,95,Education,,,2019,1,Maldives: young people have had the chance to interact with conservation experts through a local seminar series,NA,5.5.3,Number of packages/‌initiatives,1,1,Need to check source for project,,Historic,7,
1077,46,Wild Oysters,,,2021,2,"The Wild Oysters project is a partnership between BLUE, Zoological Society of London, and British Marine,",NA,5.6.3,Number of member organisations/‌representatives,,,,,Historic,5,
1078,46,Wild oysters,,,?,2,"The Wild Oysters project is a partnership between BLUE, Zoological Society of London, and British Marine, f",NA,5.6.3,Number of member organisations/‌representatives,,,,,Historic,6,
1055,#N/A,UKOTs,,,2015,1,"Blue Marine and the Great British Oceans coalition secure a UK Government manifesto commitment to create a ‘Blue Belt’ around all 14 UK overseas territories (UKOTs), hailed as ‘the greatest conservation commitment by any government ever’.",NA,1.1.2,Number of changes,,0,From 13 year timeline pages - need area and to figure out how to incorporate with other areas provided,,Historic,4,
1079,46,Wild Oysters,,,2020,2,"An expansion of BLUE’s successful work in the Solent this work is a collaboration between BLUE, the Zoological Society of London and British Marine.",NA,5.6.3,Number of member organisations/‌representatives,,,,,Historic,18,
1057,#N/A,UKOTs,,,2015,,"In 2015, BLUE, as part of the Great British Oceans coalition, successfully campaigned for marine protection around all 14 UK Overseas Territories – whose waters represent nearly 30 times the area of the terrestrial UK - resulting in the UK government’s commitment to create the world's biggest marine reserve around Pitcairn Island in the Pacific and a ‘blue belt’ around the other Overseas Territories.",NA,1.2.2,designated km2,,0,,,Historic,11,
1058,#N/A,UKOTs,,,2015,1,• BLUE organises a meeting in Parliament on the Overseas Territories for the Conservative Environment Network.,NA,5.3.2,Tools/‌activities,1,0,,,Historic,11,
1080,46,Wild Oysters,,,2022,3,"Blue Marine has helped to set up new native oyster nurseries in the Firth of Clyde, Conway Bay and Tyne and Wear as part of a major community restoration effort",NA,Progress,-,,,,,Historic,19,
1081,46,Wild Oysters,,,2021,142,"142 oyster nurseries have been deployed in marinas, releasing billions of larvae,",NA,2.2.1,km2,1,1,,,Historic,6,
1084,46,Wild Oysters,,,2022,,They have released millions of larvae into the local water systems to kickstart the restoration of native oysters.,NA,Oysters deployed,#N/A,,,,,Historic,4,
1085,46,Wild Oysters,,,2020,4000,"BLUE has helped to restore over 4,000 native oysters with coverage of the work in the Firth of Clyde, Conwy Bay and Tyne and Wear as part of a major community restoration effort.",NA,Oysters deployed,#N/A,0,,Putting as not valid following conversation with Matt,,Historic,18,
1086,46,Wild Oysters,,,2022,22000,"22,000 native oysters deployed",NA,Oysters deployed,#N/A,0,,,,Historic,66,
1087,46,Wild Oysters,,,2023,15000,"15,000 native oysters deployed",NA,Oysters deployed,#N/A,0,,,,Historic,98,
1088,46,Wild Oysters,,Jul,2022,1,video released 14 Jul Solent: the oyster's return: https://www.youtube.com/watch?v=z2JuNQHKjHs,NA,5.3.2,Tools/‌activities,1,1,,Media,Historic,64,
1089,46,Wild Oysters,,Sept,2019,1,Report: Guide to Oyster Nurseries: https://www.bluemarinefoundation.com/wp-content/uploads/2019/09/0-Guide-to-Oyster-Nurseries-UK-Ireland.pdf,NA,2.1.1,"Reports, ‌investigations, published papers or similar (please specify).",,,,,Historic,83,
1091,30,Lyme Bay,,,2023,1,"Launching the MPA BLUEprint to support the creation and collaborative management of effective MPAs that benefit people, nature and climate. ",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Historic,98,
1092,23,Caspian,,,2018,350,"Azerbaijan declares the first MPA in the Caspian Sea, the largest inland body of water in the world. The new MPA seeks to protect six significant marine species on the brink of extinction.",NA,1.2.1,proposed km2,0,1,How much did we have to do with this?,,Historic,4,
1094,12,Tristan,,,2020,687000,"The Tristan da Cunha community designates 687,000 sq km of their territorial waters as a no-take zone. Led by RSPB and National Geographic Pristine Seas, Blue Marine supports the project in partnership with Becht Family Charitable Trust",NA,1.2.2,designated km2,1,1,,,Historic,4,
1095,38,Bottom-towed Fisheries,,,2021,13416,"Destructive bottom-trawling is banned in four offshore areas, following the threat of legal action by Blue Marine.",NA,4.2.1,km2,,,,,Historic,4,
1096,47,Sussex Kelp,,,2021,304,"A byelaw, supported by Sir David Attenborough and Blue Marine through the Help Our Kelp coalition, protects 300 sq km of seabed off the Sussex coast from damaging trawl fishing.",NA,1.2.1,proposed km2,1,1,,,Historic,4,
1097,20,Maldives,,,2021,26.7,"After a marine protection campaign of almost seven years by Blue Marine and our partners, the government of the Maldives designates six new MPAs, encompassing coral reefs, mangroves and seagrass meadows.",NA,1.2.1,proposed km2,,,,,Historic,4,
1098,22,Patagonia,,,2022,,"In Chilean Patagonia, Blue Marine and local partners Defendamos Chiloe stopped more than 270 industrial salmon farms from operating in ecological hotspots and destroying marine environments. We also designated two new MPAs in the region",NA,1.2.1,proposed km2,,,We designated 2 new MPAs?,,Historic,4,
1100,#N/A,Belize,,,2012,1100,"n 2012, BLUE partnered with the government of Belize and the Bertarelli Foundation to protect the Turneffe Atoll in Belize, an area of 1100km2 rich in biodiversity and CO2 absorbing mangroves",NA,1.2.2,designated km2,,1,,,Historic,10,
2124,62,Italy,O.8.2,Mar,2023,6,Q1: Adopt a beach –  6 teachers.,Students,5.5.1,Number of students/general public,1,0,,,Logframe,,
1101,30,Lyme Bay,,,2019,1,"Blue Marine publishes its ground-breaking four-year Potting Study, commissioned by DEFRA, which evidences sustainable potting levels in Lyme Bay as a model for crab and lobster management across the UK.",NA,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1,,,Historic,4,
1102,10,Ascension,,,2020,2000000,"Blue Marine secures a £2 million donation from long-term supporter Peter Lürssen to establish an endowment fund for the Ascension Island community, ",NA,3.3.1,GBP,,,,,Historic,4,
1103,92,Policy,,,2013,1,THANKS TO LOBBYING BY A COALITION OF CONSERVATIONISTS AND ENLIGHTENED FISHING INTERESTS - IN WHICH BLUE PLAYED A PART - REFORM OF THE COMMON FISHERIES POLICY HAS BEEN AGREED BY EUROPEAN MINISTERS. DISCARDS WILL BE LIMITED TO A MAXIMUM OF 5 PER CENT AND QUOTAS WILL BE LINKED TO SCIENTIFIC ADVICE.,NA,4.1.2,Number of policy instruments/regulations or similar influenced,,,,,Historic,13,
1104,1,General,,,2020,150,"BLUE holds the Rewilding the Sea conference virtually, allowing over 3,000 people to 'attend' - later in report says 150 attendees",NA,5.3.1,Number of stakeholders,1,1,,,Historic,6,
1107,65,Turkey,,Oct,2022,,"all project staff and partners came together in Gokova MPA, Turkey, to co-develop a consistent, coherent Mediterranean conservation strategy leading up to 2030",NA,5.3.2,Tools/‌activities,1,1,,,Historic,4,
1108,1,General,,,2020,1,"BLUE holds the Rewilding the Sea conference virtually, allowing over 3,000 people to 'attend'",NA,5.3.2,Tools/‌activities,1,1,,,Historic,6,
1109,1,General,,,2017,1,BLUE’s ‘Best Practice in World Fisheries’ conference was designed to showcase four of the world’s top fisheries management regimes and understand why they are successful.,NA,5.3.2,Tools/‌activities,1,1,,,Historic,9,
1110,67,Greece,,,2022,,"In Greece, we initiated the designation of four no-take fishing zones, the first ever initiative of its kind, in collaboration with the Ministries of Fisheries and Environment and artisanal fishing communities to restore fish stocks and protect endangered monk seals.",NA,5.4.1,Number of opportunities to see,,,,,Historic,4,
1111,#N/A,Belize,,,2012,2,"n 2012, BLUE partnered with the government of Belize and the Bertarelli Foundation to protect the Turneffe Atoll in Belize, an area of 1100km2 rich in biodiversity and CO2 absorbing mangroves",NA,5.6.3,Number of member organisations/‌representatives,,,,,Historic,10,
